touch_id,touch_date,customer_id,campaign_id,campaign_name,target_product_family,channel,offer_variant,converted,attributed_transaction_id,attributed_revenue
TCH000765,2025-11-30,CUST00222,CMP004,Card Rewards Upgrade,Cards,Email,Education,True,TXN0000991,102.47
TCH000766,2025-01-21,CUST00217,CMP005,CD Maturity Winback,Deposits,In App,Rewards,False,,0
TCH000767,2026-07-31,CUST00134,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000768,2025-08-01,CUST00356,CMP003,Invest Starter,Wealth,Display,Education,False,,0
TCH000769,2026-06-14,CUST00295,CMP004,Card Rewards Upgrade,Cards,Display,Cash Bonus,False,,0
TCH000770,2025-12-10,CUST00331,CMP001,Savings Rate Booster,Deposits,In App,Education,False,,0
TCH000771,2025-12-18,CUST00249,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,False,,0
TCH000772,2026-07-29,CUST00408,CMP002,Debt Consolidation Loan,Lending,In App,Education,False,,0
TCH000773,2025-12-06,CUST00086,CMP005,CD Maturity Winback,Deposits,Email,Cash Bonus,False,,0
TCH000774,2025-05-14,CUST00433,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000775,2026-05-18,CUST00447,CMP003,Invest Starter,Wealth,Paid Search,Rewards,False,,0
TCH000776,2025-03-15,CUST00264,CMP003,Invest Starter,Wealth,Paid Search,Education,False,,0
TCH000777,2025-09-08,CUST00294,CMP003,Invest Starter,Wealth,In App,Education,False,,0
TCH000778,2026-01-30,CUST00344,CMP001,Savings Rate Booster,Deposits,Display,Rate,True,TXN0001493,90.57
TCH000779,2025-03-28,CUST00369,CMP001,Savings Rate Booster,Deposits,Paid Search,Rewards,True,TXN0000228,50.4
TCH000780,2026-01-22,CUST00296,CMP005,CD Maturity Winback,Deposits,Email,Education,False,,0
TCH000781,2025-10-29,CUST00001,CMP002,Debt Consolidation Loan,Lending,Contact Center,Cash Bonus,False,,0
TCH000782,2026-05-17,CUST00465,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000783,2025-08-10,CUST00025,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000784,2025-07-18,CUST00485,CMP001,Savings Rate Booster,Deposits,Paid Search,Cash Bonus,False,,0
TCH000785,2025-10-16,CUST00349,CMP003,Invest Starter,Wealth,Display,Rewards,True,TXN0001728,389.1
TCH000786,2026-09-05,CUST00400,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000787,2025-03-15,CUST00276,CMP001,Savings Rate Booster,Deposits,Paid Search,Rate,False,,0
TCH000788,2026-03-27,CUST00190,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000789,2025-08-14,CUST00230,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,False,,0
TCH000790,2026-01-01,CUST00444,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000791,2025-05-20,CUST00456,CMP004,Card Rewards Upgrade,Cards,In App,Rewards,False,,0
TCH000792,2025-02-12,CUST00161,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,False,,0
TCH000793,2026-05-23,CUST00417,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000794,2025-10-21,CUST00140,CMP005,CD Maturity Winback,Deposits,Display,Education,False,,0
TCH000795,2026-08-25,CUST00071,CMP003,Invest Starter,Wealth,Paid Search,Rewards,False,,0
TCH000796,2025-09-17,CUST00404,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000797,2026-04-22,CUST00200,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000798,2025-06-03,CUST00136,CMP001,Savings Rate Booster,Deposits,In App,Rewards,True,TXN0002495,560.75
TCH000799,2025-03-24,CUST00182,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000800,2025-04-01,CUST00153,CMP002,Debt Consolidation Loan,Lending,In App,Rate,True,TXN0002167,164.35
TCH000801,2026-09-29,CUST00031,CMP002,Debt Consolidation Loan,Lending,Email,Control,False,,0
TCH000802,2025-10-12,CUST00436,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000803,2026-06-03,CUST00183,CMP004,Card Rewards Upgrade,Cards,Display,Cash Bonus,True,TXN0002147,95.05
TCH000804,2026-06-22,CUST00126,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000805,2025-12-17,CUST00126,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000806,2025-02-02,CUST00221,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000807,2025-01-30,CUST00239,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000808,2025-09-09,CUST00031,CMP001,Savings Rate Booster,Deposits,Contact Center,Cash Bonus,False,,0
TCH000809,2025-03-22,CUST00040,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,False,,0
TCH000810,2026-02-13,CUST00303,CMP005,CD Maturity Winback,Deposits,Email,Control,False,,0
TCH000811,2025-11-22,CUST00053,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000812,2025-03-20,CUST00219,CMP004,Card Rewards Upgrade,Cards,Display,Rewards,False,,0
TCH000813,2025-04-06,CUST00218,CMP004,Card Rewards Upgrade,Cards,In App,Education,False,,0
TCH000814,2025-01-01,CUST00343,CMP004,Card Rewards Upgrade,Cards,In App,Education,False,,0
TCH000815,2026-01-28,CUST00205,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000816,2026-01-17,CUST00380,CMP001,Savings Rate Booster,Deposits,Display,Rewards,False,,0
TCH000817,2026-08-24,CUST00308,CMP003,Invest Starter,Wealth,Contact Center,Education,False,,0
TCH000818,2025-06-18,CUST00142,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,False,,0
TCH000819,2025-07-10,CUST00295,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000820,2026-05-08,CUST00143,CMP003,Invest Starter,Wealth,Contact Center,Education,False,,0
TCH000821,2025-06-09,CUST00090,CMP004,Card Rewards Upgrade,Cards,Display,Control,True,TXN0000159,368.51
TCH000822,2025-04-01,CUST00449,CMP002,Debt Consolidation Loan,Lending,In App,Control,False,,0
TCH000823,2025-11-11,CUST00249,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000824,2025-04-03,CUST00303,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,False,,0
TCH000825,2026-04-12,CUST00134,CMP002,Debt Consolidation Loan,Lending,Display,Rate,False,,0
TCH000826,2025-12-02,CUST00097,CMP001,Savings Rate Booster,Deposits,Display,Control,False,,0
TCH000827,2025-06-20,CUST00477,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000828,2025-08-20,CUST00331,CMP004,Card Rewards Upgrade,Cards,Email,Education,False,,0
TCH000829,2025-11-14,CUST00212,CMP004,Card Rewards Upgrade,Cards,In App,Rewards,False,,0
TCH000830,2025-07-28,CUST00049,CMP003,Invest Starter,Wealth,Display,Control,True,TXN0000598,391.95
TCH000831,2025-07-12,CUST00346,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,True,TXN0001043,255.22
TCH000832,2026-03-05,CUST00137,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,False,,0
TCH000833,2026-09-29,CUST00108,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000834,2025-05-02,CUST00356,CMP002,Debt Consolidation Loan,Lending,Contact Center,Cash Bonus,False,,0
TCH000835,2026-09-30,CUST00449,CMP003,Invest Starter,Wealth,Email,Education,False,,0
TCH000836,2025-03-19,CUST00156,CMP005,CD Maturity Winback,Deposits,Contact Center,Rewards,False,,0
TCH000837,2026-06-16,CUST00185,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000838,2026-09-28,CUST00177,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,True,TXN0001564,128.61
TCH000839,2025-11-15,CUST00113,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,False,,0
TCH000840,2025-02-12,CUST00457,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000841,2025-09-22,CUST00420,CMP001,Savings Rate Booster,Deposits,Paid Search,Cash Bonus,False,,0
TCH000842,2026-09-14,CUST00361,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,False,,0
TCH000843,2026-09-15,CUST00053,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000844,2025-02-23,CUST00391,CMP002,Debt Consolidation Loan,Lending,Email,Rate,False,,0
TCH000845,2025-11-18,CUST00264,CMP001,Savings Rate Booster,Deposits,Display,Control,True,TXN0000566,486.26
TCH000846,2026-02-16,CUST00152,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,True,TXN0000737,117.71
TCH000847,2025-07-20,CUST00186,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000848,2025-07-14,CUST00020,CMP002,Debt Consolidation Loan,Lending,Display,Control,True,TXN0000902,162.81
TCH000849,2026-06-30,CUST00226,CMP004,Card Rewards Upgrade,Cards,Email,Control,True,TXN0002052,238.88
TCH000850,2026-02-22,CUST00455,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,False,,0
TCH000851,2026-04-13,CUST00164,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000852,2025-11-07,CUST00167,CMP003,Invest Starter,Wealth,Paid Search,Education,True,TXN0001624,122.86
TCH000853,2025-05-25,CUST00051,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,False,,0
TCH000854,2025-06-06,CUST00175,CMP003,Invest Starter,Wealth,Email,Education,True,TXN0000901,713.01
TCH000855,2026-03-06,CUST00012,CMP001,Savings Rate Booster,Deposits,In App,Rewards,False,,0
TCH000856,2025-01-18,CUST00048,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,True,TXN0002166,139.98
TCH000857,2025-09-14,CUST00341,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,True,TXN0002134,165.67
TCH000858,2026-03-04,CUST00073,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000859,2026-05-27,CUST00325,CMP001,Savings Rate Booster,Deposits,In App,Rate,False,,0
TCH000860,2026-09-26,CUST00428,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000861,2025-07-18,CUST00271,CMP001,Savings Rate Booster,Deposits,In App,Education,False,,0
TCH000862,2025-01-04,CUST00382,CMP001,Savings Rate Booster,Deposits,Paid Search,Rate,True,TXN0001650,85.81
TCH000863,2025-05-13,CUST00253,CMP003,Invest Starter,Wealth,Contact Center,Rewards,False,,0
TCH000864,2025-07-26,CUST00361,CMP001,Savings Rate Booster,Deposits,Email,Rewards,True,TXN0000090,30.12
TCH000865,2025-12-14,CUST00287,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,False,,0
TCH000866,2026-04-20,CUST00285,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,False,,0
TCH000867,2025-10-30,CUST00046,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000868,2025-01-24,CUST00453,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000869,2026-01-25,CUST00009,CMP004,Card Rewards Upgrade,Cards,Email,Rate,True,TXN0001608,55.31
TCH000870,2025-01-14,CUST00135,CMP002,Debt Consolidation Loan,Lending,Display,Cash Bonus,False,,0
TCH000871,2026-04-07,CUST00135,CMP004,Card Rewards Upgrade,Cards,In App,Education,False,,0
TCH000872,2026-08-17,CUST00022,CMP003,Invest Starter,Wealth,Contact Center,Education,True,TXN0000240,70.74
TCH000873,2026-03-23,CUST00170,CMP005,CD Maturity Winback,Deposits,Display,Rate,False,,0
TCH000874,2026-02-03,CUST00049,CMP001,Savings Rate Booster,Deposits,Display,Rewards,False,,0
TCH000875,2026-06-12,CUST00113,CMP002,Debt Consolidation Loan,Lending,Contact Center,Education,False,,0
TCH000876,2026-01-26,CUST00227,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,False,,0
TCH000877,2025-07-30,CUST00038,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000878,2025-05-22,CUST00454,CMP002,Debt Consolidation Loan,Lending,Email,Control,False,,0
TCH000879,2025-07-18,CUST00410,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,False,,0
TCH000880,2026-08-27,CUST00426,CMP004,Card Rewards Upgrade,Cards,In App,Control,False,,0
TCH000881,2025-01-16,CUST00316,CMP005,CD Maturity Winback,Deposits,Paid Search,Cash Bonus,True,TXN0000051,102.21
TCH000882,2025-09-20,CUST00390,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000883,2025-09-09,CUST00374,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000884,2026-08-27,CUST00038,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000885,2026-07-31,CUST00415,CMP004,Card Rewards Upgrade,Cards,Display,Rate,False,,0
TCH000886,2025-05-12,CUST00226,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000887,2026-02-23,CUST00491,CMP001,Savings Rate Booster,Deposits,Email,Education,False,,0
TCH000888,2025-08-15,CUST00374,CMP003,Invest Starter,Wealth,In App,Rewards,True,TXN0002110,341.02
TCH000889,2026-07-24,CUST00414,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000890,2026-06-26,CUST00418,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000891,2025-06-02,CUST00353,CMP004,Card Rewards Upgrade,Cards,Paid Search,Cash Bonus,False,,0
TCH000892,2025-07-10,CUST00340,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000893,2026-07-04,CUST00368,CMP002,Debt Consolidation Loan,Lending,Email,Education,False,,0
TCH000894,2025-09-09,CUST00079,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000895,2025-12-18,CUST00264,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000896,2026-02-24,CUST00465,CMP004,Card Rewards Upgrade,Cards,Contact Center,Control,False,,0
TCH000897,2026-02-13,CUST00486,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,False,,0
TCH000898,2025-10-03,CUST00499,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,False,,0
TCH000899,2025-12-09,CUST00244,CMP005,CD Maturity Winback,Deposits,Display,Rate,True,TXN0000685,85.15
TCH000900,2026-05-05,CUST00481,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,False,,0
